C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
559,Customer#000000559,"A3ACFoVbP,gPe xknVJMWC,wmRxb Nmg fWFS,UP",7,173954296655,5873,AUTOMOBILE,al accounts cajole carefully across the accounts. furiously pending pinto beans across the
560,Customer#000000560,gU5FQf0WM0sxTYQ,19,296184678489,1470,BUILDING,sly pending packages boost slyly-- fluffily ironic ideas bel
561,Customer#000000561,"Z1kPCTbeTqGfdly2Ab9KEdE,jIKW",18,282861853047,2323,FURNITURE,across the furiously ironic theodolites. final requests cajole. slowly unusual foxes haggle carefully
562,Customer#000000562,"04xjB,zuffnhVyEY0 PeiJPtdjh 0ji",15,252714656971,9235,BUILDING,accounts. ideas cajole. quick
563,Customer#000000563,"2RSC1g7cVd,j23HusdkhdCGmiiE",12,225441521215,3232,FURNITURE,pinto beans believe fluffily. excuses wake blithely silent requests. b
564,Customer#000000564,qPQOo94iVl,4,148653328571,6308,MACHINERY,onic patterns about the furiously pending
565,Customer#000000565,"HCBXAou,1eP6Z3IynHFI7XmEBgu27Sx",4,147982112891,2689,FURNITURE,e. carefully bold deposits sleep regu
566,Customer#000000566,"5NmdMIwTpF8tj7O92363ycA6EL5Yh,vW",24,344437803708,1928,FURNITURE,"ke express, ironic requests. regularly even sauternes detect de"
567,Customer#000000567,KNE6mpW69IgTjVN,21,313898833371,8475,BUILDING,"blithe, even ideas. fluffily special requests wake. c"
568,Customer#000000568,"ZddVCnzeABTTBgV3GvkvNtw9,KOHHpME2GELhz",13,236037958611,1318,BUILDING,gular decoys haggle slyly. blithely special packages slee
569,Customer#000000569,Kk20Q5HiysjcPpMlL6pNUZXXuE,2,126485676776,0,MACHINERY,sh. blithely special excuses sleep. blithely ironic accounts slee
570,Customer#000000570,"0Zo0P6m,sie 1,VXacPX2ccDIyWFolj6R",15,252644423057,8481,AUTOMOBILE,gular instructions unwind bold escapades. special asymptotes snooze according to the
571,Customer#000000571,"hCrDDrMzGhsa6,5K4rGXQ",2,121154144819,8993,HOUSEHOLD,"le fluffily. ironic, pending accounts poach quickly iron"
572,Customer#000000572,Nf4Yqb49BqGkzmmtf6,11,214252095033,7253,AUTOMOBILE,leep. pending requests affix blithely. ironic theodol
573,Customer#000000573,BEluH7it7jUcWqb tNLbMIKjU9hrnL7K,4,143548269743,2334,HOUSEHOLD,as. furiously even packages sleep quickly final excu
574,Customer#000000574,ratVLdmp070,8,186762181058,9788,FURNITURE,al pinto beans. carefully ironic foxes cajole idly finally express theodolites. fluff
575,Customer#000000575,"4K6h0pYH,bg2FS5cYL,qqejhvp7EfTlBjRjeVPkq",1,119801347627,3652,BUILDING,"final requests cajole after the ironic, bold instructio"
576,Customer#000000576,JI7ZI3BRrkt40uuUmg oyZC3pQ2lS65SnSGL,1,117774998213,2092,HOUSEHOLD,sual platelets. furiously final theodolit
577,Customer#000000577,a73SSq2cip7C8nSzdmmscpZyLCZ7KL,14,246628261317,7059,FURNITURE,int furiously. slyly express pin
578,Customer#000000578,nxUZ BCBO1 HAymUcopl2NtyWMuWVnE3bqPVDB,14,242788609263,6181,FURNITURE,ly. carefully pending packages cajole among the carefu
579,Customer#000000579,"9ST2x,snyY3s",0,103741756181,1925,MACHINERY,ndencies detect slyly fluffil
580,Customer#000000580,wpvPbaPtx5QN,11,214445893830,0,BUILDING,dependencies. final asymptotes haggle among the bold packages. slyly silent
581,Customer#000000581,s9SoN9XeVuCri,24,344159782518,3242,MACHINERY,ns. quickly regular pinto beans must sleep fluffily
582,Customer#000000582,KqH6uOztVK55zDxLA9kvdtny i5OYXt,3,134845919280,4880,MACHINERY,carefully against the quickly s
583,Customer#000000583,"V3i6Gu9,LZtvdnNppXnI2eKQFx0b36WvL,F",13,232346254041,3686,HOUSEHOLD,"haggle. regular, regular accounts hinder carefully i"
584,Customer#000000584,"jebKvptmHtS9,YE1qOjl2AOw38P,8skngJZh",15,253527781041,8826,MACHINERY,ages boost regular deposits. blithely stealthy depo
585,Customer#000000585,"OAnZOqr6A,,77WC001ck8BAqvJTW6,dRGoRdX",16,263976934170,7820,MACHINERY,ickly ironic requests sleep regularly pending requ
586,Customer#000000586,"vGaA9XBtn,hlswFhSjLIXGlLEDD2flE8UXwj",11,212393697791,5134,AUTOMOBILE,above the blithely express ideas. slyly r
587,Customer#000000587,J2UwoJEQzAOTtuBrxGVag9iWSUPTp,6,165852335906,7078,AUTOMOBILE,ve the final asymptotes. carefully final deposits wake fu
588,Customer#000000588,"ex9SkK7K uM,ki1dsO7PgZLlIuQFKJUQZpD2oS",17,279885462598,484,FURNITURE,"ic requests haggle quickly across the deposits. regular, express ideas along the"
589,Customer#000000589,TvdYNogIzDfr 1UyJE4b9RTENPmffmIoH,19,294793163576,1647,FURNITURE,"s; blithely ironic theodolites sleep-- accounts haggle around the furiously silent ideas. silent, final packages in"
590,Customer#000000590,"4sHhhAZWHYRxJVz0KRgjW9IlKu,55IuT",8,187342156394,3994,MACHINERY,es. regular dependencies cajole furiously blithely regular ideas. regular dependencies cajole carefully a
591,Customer#000000591,wGE7AnEtiX7cmCkYA,20,305843097885,6345,MACHINERY,"regular requests after the deposits cajole blithely ironic pinto beans. platelets about the regular, sp"
592,Customer#000000592,"srNO5Hu10z1Ru4rRPU,QpXzFwY8759wqZ",24,348325747217,9713,BUILDING,lithely final requests use slyly. special theodolites nag carefully-- carefully pending deposits cajol
593,Customer#000000593,SYyEL2nytJXBbFemMseCiivA32USVEDbvGzZS,9,196212171535,234,AUTOMOBILE,"ve the regular, ironic deposits. requests along the special, regular theodolites lose furi"
594,Customer#000000594,"sbcKWltfCAnXrc Z27ZYDzsH1ztd,ZhgaD9xIMsh",9,192869258440,6518,HOUSEHOLD,. fluffily final instructions are slyly toward the slyly
595,Customer#000000595,"7Q17BacxM,liY2AwhnHGR0Pjf1180sMz1U",19,295542157805,4177,HOUSEHOLD,gular accounts x-ray carefully against the slyl
596,Customer#000000596,hoByQV2JchlIWfzPFW8I0nCI,5,154848115482,1723,MACHINERY,ecial deposits after the slyly regular packages dazzle furiously across the courts. accounts wake. reg
597,Customer#000000597,"Dbv,XVGzl4X",15,256879529485,2444,AUTOMOBILE,es across the slyly brave packages maintain quickly quickly dogged excuses
598,Customer#000000598,9ICLFWFZa6,9,191133843847,3245,FURNITURE,es. furiously pending packages haggle fluffily carefully silent foxes. carefully unusual dependencies boost fu
599,Customer#000000599,"fIvpza0tlXAVjOAPkWN5,DiU0DO4e5NkfgOlXpDI",4,149168256916,6005,HOUSEHOLD,thely even requests wake carefully regular theodolites. instructions haggle alongside of the f
600,Customer#000000600,"LOtVjPC,Eu,0I2BRCqWf,K",12,226759077888,2003,HOUSEHOLD,"nstructions sleep among the final, even pinto beans. fluffily pending theodolites according to the"
601,Customer#000000601,"P3 Dv,6yllTNmL9yt6NUZZPZjvM2coWJd",1,111046359839,9768,BUILDING,ly according to the unusual foxes. carefully ironic accounts haggle accounts-- regular dolphins will integ
602,Customer#000000602,"NCryKIpG3W,FDV2",13,234349007213,8405,BUILDING,nstructions. asymptotes above the forges are against the carefully
603,Customer#000000603,DFAIWiyqZ0GzuF6AWCZX3DcDxyICb3EWxEw,19,296295736194,8161,AUTOMOBILE,n packages wake carefully. special requests haggle slyly carefully bold deposits. furiously regular pinto b
604,Customer#000000604,"qCQsFELZ3W hlmi,zOHBcZGo0PZl3jbFu1jsijqE",21,317579519827,3196,HOUSEHOLD,le furiously express instructions. ideas hag
605,Customer#000000605,QAxZ0IXgCzUfNjseQCLfh95HEi,23,332699488039,0,HOUSEHOLD,ly regular foxes are quickly
606,Customer#000000606,"vBIUd7LjRJ5rZXSzITHIvpZwBCClyt4Hjr Tlnf,",1,112845408460,9677,AUTOMOBILE,", bold packages. regular, final theodolites haggle slyly carefully final accounts. silently specia"
607,Customer#000000607,m61hvYPASIGmNJx7Tu,24,346011514029,4038,FURNITURE,ymptotes. blithely bold requests shall are about the furiously final platelets.
608,Customer#000000608,luMI1JpfrrILCEeTgz8k98z,16,267671938671,2256,BUILDING,ld packages. special requests along the accounts are after the carefully unusual deposits. blithely quiet excuses c
609,Customer#000000609,dSpUFl8IR8Gh,21,318695801707,3651,FURNITURE,"pending, express platelets poach furiously after th"
610,Customer#000000610,Fo8RfPq1kgzD 0,11,217826637023,3375,BUILDING,uriously final deposits against the deposits detect alongsi
611,Customer#000000611,E1dtWGHE7NrLfnSKLPFU,19,299242425243,4272,HOUSEHOLD,inst the slyly final accounts. final packages wake after the even pinto beans. carefully
612,Customer#000000612,oNFqorGhq3a3woEp5q8xVDX,14,248183399984,7669,HOUSEHOLD,ns wake quickly quickly ironic accounts. regular accounts toward the
613,Customer#000000613,"AJT,26RbanTdEHOBgTWg",4,142754161669,6680,AUTOMOBILE,"ironic, pending deposits: quickl"
614,Customer#000000614,YKweqHJfVok,18,286985106194,9630,FURNITURE,y even multipliers. pinto beans nag busily after the busily ironic reques
615,Customer#000000615,"6aITapYMqM1fJQKuJD05Yb,6FhjrW",2,126393913956,0,BUILDING,yly. blithely even accounts sleep blithely unusual in
616,Customer#000000616,yvUE7Qy3Ub6uGhPkuEJeOI,1,112751214443,6899,FURNITURE,ts. blithely bold packages sleep
617,Customer#000000617,Ifjxbt3Y4mGu,14,245275327752,3626,HOUSEHOLD,"deas sleep slyly? final, even gifts about the furiously regular"
618,Customer#000000618,9O4fhgteQdyFvCkrFm,0,106755731877,0,HOUSEHOLD,"uickly even ideas sleep slyly pending foxes. final, pending foxes nag slyly. permanent instructio"
619,Customer#000000619,6bxrNxQA oes7cMa23R 5lDmIOIRThvd,24,342456186317,2337,FURNITURE,ts breach slyly after the slyly regu
620,Customer#000000620,"3ztw9KQqKGNsiMM,I1 6g2f,u2Pm5LhlSEe8ZK1k",8,184669168135,5795,AUTOMOBILE,"ructions boost furiously among the slyly final dolphins. regular, regular ideas w"
621,Customer#000000621,IpFo6e22CRink74PUEPthY9DJJnSeORmQJ4,17,276679873718,3164,HOUSEHOLD,nstructions! final dependencies s
622,Customer#000000622,qdRHTTnVf9O2iFMG1sDm2GSnlM24tKWK,13,239251519771,5974,FURNITURE,asymptotes. slyly ironic excus
623,Customer#000000623,HXiFb9oWlgqZXrJPUCEJ6zZIPxAM4m6,9,191132027085,7888,BUILDING,requests. dolphins above the busily regular dependencies cajole after
624,Customer#000000624,L1hGsNrx4BiN5DIZGk7WMsB90T4ag,4,145589358773,3907,MACHINERY,le carefully. sly asymptotes sleep fluffily unusual packages. final deposi
625,Customer#000000625,uvgDE6eQ2bJp4BkHyVdpYYC8,13,237898012873,5745,FURNITURE,", pending deposits. sly theodolites along the carefully unusual"
626,Customer#000000626,PDeE61VY2Q96efuewIZ,5,155401215663,5447,FURNITURE,t brave foxes. slyly pending packages wake furiously along the deposits. carefully pendin
627,Customer#000000627,"uOFz ,iMYi02Ksr13Q2nBCETCpSp",15,258117903533,5827,FURNITURE,ages. regular ideas sleep. bold foxes affix. regular instructions haggle. bravely unusual requests haggl
628,Customer#000000628,Vzraru5KbgcC3V,17,273677424090,4954,FURNITURE,l dependencies. pending warhorses haggle. fluffily final accounts slee
629,Customer#000000629,"LeXGhXX1mFQ0Cq,7taW ruvRHTpG3q,KkW",12,222602059116,5101,AUTOMOBILE,ic attainments. stealthily pending pinto beans affix carefully ironic theodolites. fluffily final deposits sleep da
630,Customer#000000630,XAw3WrAa mt0DnOuycb16LG9zbUv04DXsS,24,343967438684,3649,HOUSEHOLD,ely across the blithely stealthy ac
631,Customer#000000631,By LIK3TbJ67sJLlpaoOCXZheuX,19,298648132575,2603,MACHINERY,bold platelets haggle. slyly even pearls can solve slyly among the final foxes. slyly unusual r
632,Customer#000000632,sUlni97rSK6DIL,3,133106456928,0,MACHINERY,ld dependencies sleep slyly along the special requests. furiously regular asymptotes use furiously accounts.
633,Customer#000000633,"0pgCxndi1coDLkAV,UJJDMV0wtVVahCQaQap 0M",2,124501161239,3386,HOUSEHOLD,"ully. even, final requests use slyly. blithely special packages wake carefully furiously busy"
634,Customer#000000634,O09TejHJ6UszNfmqTR cmal8zcs,20,309977041110,6398,FURNITURE,e above the regular deposits. slyly even requests integrate slyly blithely express forges. regular platele
635,Customer#000000635,"Ftqi0UYvzz56Ov,J6,ySp5WE4vJ2rtY",2,123991867550,8217,AUTOMOBILE,efully bold deposits doubt above the clos
636,Customer#000000636,7urmO1zY77WBPOWn7pXA OqCm3upL9gOtL4V,7,174207125063,3660,FURNITURE,ions boost furiously at the final dolphins. blithe
637,Customer#000000637,Ey7g4q2oH Q1vs,7,179839238985,7511,HOUSEHOLD,"ly furiously even accounts: final, unusual Tiresias do snooze theodolites. slyly regular dependenci"
638,Customer#000000638,yyRRorZ HHzU1yJwNJwF72dvUVJ nMlzpKAXEb,24,341023478343,2258,HOUSEHOLD,nts x-ray fluffily across the theodolites. carefully final pearls cajole ruthl
639,Customer#000000639,8OiPHefIPoalRjUoCIwbXz,15,252211332233,4899,MACHINERY,"ly bold asymptotes. ironic, even d"
640,Customer#000000640,"j3vjr0 n,pJFG4gIOtC",2,127023156637,3026,HOUSEHOLD,lly. furiously quick deposits haggle quickly regular packages. pinto
641,Customer#000000641,gbIvFlCygHjj5NG7U,24,347619877777,339,AUTOMOBILE,"uriously final requests boost regular, final ideas. fluffily busy packages promise? requests along the bold, s"
642,Customer#000000642,6Y1gEH0gMLh0yzlipNR,22,329255979911,5684,AUTOMOBILE,requests cajole blithely quick
643,Customer#000000643,9T 2avhfyF PQ,0,109785972747,5185,FURNITURE,"fily along the quickly ironic ideas. final, final"
644,Customer#000000644,"bfZrdZE0QHtMc,ksudO",18,284898454801,6183,HOUSEHOLD,"ke slyly alongside of the silent, even req"
645,Customer#000000645,"I,Kso,IZ,AL2rK4HhIB1wRWWrx3 yoaZlFs",11,212429745799,1146,BUILDING,. special packages haggle ruthles
646,Customer#000000646,"gogI8kweD 2H6U,01lbIp0UWUwljSue,KRcC",2,121773294316,6074,HOUSEHOLD,ptotes. silent requests cajole fluffily along the slyly permanent ideas. pending instr
647,Customer#000000647,"2Bx7,7i87h5cagC,ZBz49lyiziLqQoD",1,118739312886,0,BUILDING,. excuses use alongside of the furiously final deposits. blithely express foxes wake furiously. blithely
648,Customer#000000648,"pYCT1OLD5Y7rBjjAKnf0Lqd 41RC,0n,nT3oNWz9",7,174737318352,7029,FURNITURE,"wake carefully outside the ironic, bold packages. blithely special dependencies boost slyly even ideas. careful"
649,Customer#000000649,EntXL7MF4lU,11,216566781337,9443,BUILDING,unusual deposits engage along the carefully pen
650,Customer#000000650,1hqwYdlDhaqnkRrovbulo0rrDhJZgUz,5,158425861263,2087,AUTOMOBILE,g to the final deposits. quickly regular requests dazzle along the slyly express courts.
651,Customer#000000651,K7rCTwTb3UX9wAO6ihvYxwBOuJNx51,9,196105414787,4716,HOUSEHOLD,fluffily quick dependencies cajole slyly along the blithely final dependencies. carefully pen
652,Customer#000000652,"0WlNKsoRqdjU9,5 Qz,bgm5swI,i0Kg",20,302543895987,0,AUTOMOBILE,p carefully blithely bold platelets. furiously unusual deposits wake. sl
653,Customer#000000653,"la,ROBPJ4I2YNzQw,RpbB0sTOjyv3F ZBeWRiQ",11,217155736928,7308,BUILDING,aggle bravely deposits. even du
654,Customer#000000654,"Ip,OhnmOeHu9PezZBvw7AHJcBDOWVoVUJKsJyA",16,264164343449,1067,AUTOMOBILE,"nag slyly. final deposits sleep along the ironic, bold i"
655,Customer#000000655,SceikyyffYL5OUI8rFnAgrT5E,14,249168205158,1725,FURNITURE,"e accounts. unusual, pending platelets are quickly. req"
656,Customer#000000656,DeZPec2K1U1fCBR2Ul9mnBNjKuXPcRcm,5,153799934446,0,AUTOMOBILE,"uests cajole quickly. final, pending pinto beans wake furiously among the requests. ironic foxes with the forg"
657,Customer#000000657,BpXQ3sbx8bCU0,19,299521648914,8730,FURNITURE,ies boost slyly bravely express instructions. fluffily even theodolites integrate s
658,Customer#000000658,9SboxGtXimmJg49IyT3Zt,1,116757509832,4717,HOUSEHOLD,r ideas about the slyly ironic theodolites integrate according to
659,Customer#000000659,ThR9miOedPuwVEZyz 3MMjHPwB,0,108342871466,5298,HOUSEHOLD,"s cajole final, regular dependencies. final accounts sleep! furiously regular requests wake slyly silent"
660,Customer#000000660,ZD4fphyxb5pyE,0,109879013986,2110,MACHINERY,ding excuses haggle furiously regular foxes. finally
661,Customer#000000661,1MqWuuRVM5y5NlT1kakwke,4,149832036472,1735,HOUSEHOLD,regular theodolites. brave platelets
662,Customer#000000662,ss AgOrB5VFubLk bsmTgbw2ddJD,0,107283554532,4517,BUILDING,ckages haggle: quickly regular ideas are after the furi
663,Customer#000000663,fqLQWxHWWC40GUOgVvb4idYDbE1Gxc6,9,196138825677,9698,AUTOMOBILE,r the slyly final packages. slyly bold attainments detect blithely acco
664,Customer#000000664,viRe1P6HiyL4LXpU7HPwu,15,253296555068,8878,BUILDING,yly ironic requests cajole pending pla
665,Customer#000000665,Fo9QgQsDOP28D3zR,22,327598582984,0,BUILDING,y along the special requests. blithely regular waters thrash abou
666,Customer#000000666,dD32Q8kL6KW,2,125945089621,4539,AUTOMOBILE,special packages boost across the even accounts. ironic accounts serv
667,Customer#000000667,"oQqeEC,OD9XC1JXyOsHqcpv0fPUdP9ek5KKb70tQ",6,169174532490,3289,AUTOMOBILE,lithely about the furiously sil
668,Customer#000000668,PCmw0r6KkLjXZsljablJ,15,255825012346,8184,FURNITURE,"uffy excuses are carefully regular, ironic pinto"
669,Customer#000000669,axdO3iaVyYXSxnqnwC0p2Dx6Mn3lDDMp,10,204712804789,6019,MACHINERY,ronic decoys. blithely ironic accoun
670,Customer#000000670,RJtcLv6Tjpx,2,128394264266,6739,BUILDING,y unusual deposits are carefully regular foxes. packages dazzle carefully. furiously unusual d
671,Customer#000000671,"ic6qGrt0giB,HDEiBK,,FYGHXQpc",21,315932139388,3228,FURNITURE,bold ideas above the ironic packages affix blithely about the furiou
672,Customer#000000672,"Rsq8zHIbqRRB8VlgldFlU56j,0SN",18,287749712700,7779,BUILDING,"ake. regular requests about the idle asymptotes haggle slyly final, silent packages. carefully special"
673,Customer#000000673,Q2S9DoW6mQN5iQ0A8DxD6UxNmPZky,4,147692308609,3943,MACHINERY,"ons will cajole blithely. always even packages dazzle blithely across the regular, unusual"
674,Customer#000000674,GLZCUQrtiNTrPKdK 0O86ZF,5,155438194391,7890,BUILDING,"ites cajole ironic accounts. regular, ironic gifts nag furiously against the blithely express deposits; unusual,"
675,Customer#000000675,canew8kOzr8RDTmenqJOn,20,302996409565,5295,HOUSEHOLD,riously even requests boost slowly. ex
676,Customer#000000676,JzJnD kA3KTjTYl,24,347108208362,5528,HOUSEHOLD,es. slyly even theodolites across the slyly ironic accounts nag from the slyly even accounts. accounts are.
677,Customer#000000677,",wTtWOOr  wqX2sL,h79myT6nxG1EgY",3,133983099122,5583,AUTOMOBILE,ly brave ideas haggle slyly blithe acc
678,Customer#000000678,"BiQyhSp oiDp,,MFVxyrOwMT810qiQlISEPye",9,195087354910,6303,AUTOMOBILE,gainst the carefully pending requests-- furiously special requests haggle? not
